funded_amnt,int_rate,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,revol_bal,revol_util,total_acc,out_prncp,total_pymnt,term,grade,emp_title_2,emp_length_2,home_ownership,verification_status,issue_d_2,purpose_2,addr_state,time,pub_rec_2,Default
28000.0,6.24,66000.0,2.5,0.0,0.0,5.0,11162.0,39.7,10.0,0.0,28585.85, 36 months,A,0,1,MORTGAGE,Source Verified,3,2,CA,15250.0,0,0
6000.0,16.46,53000.0,14.33,0.0,0.0,9.0,5978.0,72.0,20.0,4908.59,1712.92, 36 months,C,3,0,RENT,Not Verified,1,1,FL,4170.0,0,0
10000.0,19.99,64000.0,16.11,0.0,0.0,9.0,10443.0,92.4,11.0,1081.82,12251.36, 36 months,D,5,1,MORTGAGE,Source Verified,3,1,IL,5447.0,0,0
5000.0,10.75,20000.0,5.82,0.0,1.0,6.0,2657.0,42.9,11.0,321.57,5539.77, 36 months,B,5,2,RENT,Source Verified,1,0,TN,13424.0,0,0
29475.0,13.49,61433.0,27.06,0.0,0.0,17.0,40355.0,56.1,26.0,0.0,6188.25, 36 months,C,5,2,OWN,Not Verified,3,1,CO,5966.0,0,0
8400.0,6.49,30000.0,32.11,0.0,0.0,8.0,11093.0,26.3,31.0,0.0,9045.389275, 36 months,A,0,1,OWN,Verified,2,0,SC,10867.0,0,0
11900.0,13.58,60000.0,13.88,0.0,1.0,6.0,3050.0,34.7,12.0,10274.01,2999.45, 60 months,C,5,2,RENT,Source Verified,3,2,SC,2709.0,0,0
2000.0,11.99,38000.0,35.38,0.0,0.0,6.0,2822.0,34.8,15.0,154.14,2700.56, 36 months,F,5,1,RENT,Source Verified,1,2,OK,2770.0,0,0
11000.0,16.46,53000.0,24.84,0.0,0.0,11.0,11162.0,83.8,25.0,8733.24,3493.1, 36 months,C,5,1,MORTGAGE,Verified,1,0,UT,5327.0,0,0
11000.0,19.03,64000.0,29.72,0.0,0.0,8.0,12515.0,39.0,18.0,9410.12,3688.63, 60 months,D,5,2,MORTGAGE,Not Verified,3,0,VA,2344.0,0,0
10000.0,11.49,40000.0,10.11,0.0,0.0,7.0,2198.0,9.4,24.0,1601.98,10208.55, 36 months,B,5,2,MORTGAGE,Not Verified,3,0,KS,7976.0,0,0
10000.0,7.89,55000.0,29.81,0.0,0.0,11.0,12629.0,60.1,41.0,0.0,11258.43637, 36 months,A,5,2,MORTGAGE,Verified,1,0,CA,12814.0,0,0
25000.0,15.77,105000.0,10.19,0.0,1.0,6.0,34.0,0.2,16.0,0.0,24585.46, 36 months,D,5,2,MORTGAGE,Not Verified,1,2,GA,7031.0,1,1
35000.0,14.03,66000.0,10.86,0.0,0.0,10.0,35065.0,83.1,18.0,2565.93,5677.3, 60 months,C,5,1,OWN,Source Verified,1,1,GA,7427.0,0,0
8000.0,21.85,46000.0,30.39,0.0,1.0,14.0,9472.0,37.6,18.0,6641.84,2429.57, 36 months,D,5,0,MORTGAGE,Verified,1,2,CA,3897.0,0,0
16000.0,15.59,82000.0,34.86,0.0,0.0,16.0,7940.0,59.7,29.0,0.0,9323.37, 60 months,C,5,1,RENT,Not Verified,3,0,VA,6484.0,0,1
11500.0,7.84,55000.0,12.5,0.0,0.0,8.0,10339.0,32.5,9.0,10059.36,1792.59, 36 months,A,5,0,MORTGAGE,Source Verified,0,1,TX,2344.0,0,0
10000.0,18.99,35000.0,9.94,0.0,0.0,8.0,4529.0,47.2,8.0,6778.85,6744.47, 60 months,D,5,0,RENT,Source Verified,3,2,NY,2862.0,0,0
8000.0,9.49,70000.0,18.07,0.0,0.0,13.0,9060.0,100.7,27.0,1251.15,7947.97, 36 months,B,5,2,RENT,Verified,3,1,CA,4139.0,0,0
6000.0,7.21,37000.0,6.29,0.0,0.0,4.0,5143.0,21.9,6.0,5242.0,926.8, 36 months,A,5,2,RENT,Not Verified,0,1,NY,9223.0,0,0
24000.0,6.49,112320.0,20.36,0.0,0.0,9.0,28067.0,59.2,21.0,731.39,25724.14, 36 months,A,5,2,RENT,Source Verified,2,1,FL,8004.0,0,0
27500.0,17.99,55000.0,11.5,0.0,0.0,7.0,3036.0,12.4,13.0,0.0,6188.25, 36 months,D,5,2,RENT,Source Verified,3,2,AZ,5419.0,0,0
6600.0,15.31,70000.0,26.31,0.0,0.0,7.0,11229.0,96.8,16.0,0.0,7716.517134000001, 36 months,C,5,1,MORTGAGE,Source Verified,2,1,AR,5692.0,0,0
5000.0,11.47,116000.0,12.66,0.0,1.0,14.0,18845.0,53.8,42.0,0.0,5926.734551, 36 months,B,3,2,OWN,Source Verified,2,2,PA,6880.0,1,0
32000.0,8.46,72000.0,44.05,0.0,1.0,21.0,34159.0,85.8,55.0,26396.49,7051.95, 36 months,A,1,1,MORTGAGE,Verified,1,2,GA,9284.0,0,0
10000.0,12.98,36000.0,13.47,0.0,0.0,10.0,15304.0,34.2,25.0,9638.32,711.14, 60 months,B,5,1,MORTGAGE,Not Verified,0,0,NJ,4779.0,0,0
5400.0,23.4,19365.0,4.03,0.0,1.0,3.0,2490.0,26.5,12.0,4854.85,994.64, 36 months,E,0,1,OWN,Verified,0,2,CT,7792.0,0,0
16000.0,15.99,85000.0,27.71,0.0,0.0,23.0,27133.0,67.3,39.0,0.0,20848.37046, 60 months,C,5,2,RENT,Source Verified,3,1,TX,7823.0,0,0
35000.0,20.39,130000.0,29.12,0.0,0.0,11.0,11162.0,87.0,17.0,2565.93,8374.45, 60 months,D,5,1,MORTGAGE,Not Verified,1,0,VA,7823.0,0,0
10000.0,14.52,100000.0,6.98,0.0,1.0,8.0,3140.0,36.1,19.0,9169.61,1631.6, 60 months,C,5,1,MORTGAGE,Not Verified,1,0,IN,8614.0,1,0
2400.0,10.99,48000.0,14.78,0.0,1.0,12.0,5158.0,21.9,35.0,0.0,1884.21, 36 months,B,5,2,RENT,Source Verified,3,2,MS,4170.0,0,1
6500.0,7.39,76500.0,18.72,0.0,0.0,9.0,14173.0,53.5,20.0,399.73,6858.24, 36 months,A,0,1,OWN,Not Verified,1,2,TX,13180.0,0,0
10000.0,7.34,72000.0,6.95,0.0,1.0,8.0,789.0,7.0,14.0,0.0,10231.25061, 36 months,A,5,0,MORTGAGE,Source Verified,1,0,MD,3136.0,0,0
24000.0,6.49,125000.0,25.04,0.0,0.0,15.0,36688.0,41.6,31.0,731.39,25724.14, 36 months,A,5,1,MORTGAGE,Verified,2,0,CA,13241.0,0,0
18300.0,10.75,95000.0,10.64,0.0,0.0,12.0,12970.0,59.5,18.0,1759.03,19688.75, 36 months,B,5,1,MORTGAGE,Verified,3,0,MA,6635.0,0,0
15000.0,10.72,45000.0,7.92,0.0,0.0,12.0,0.0,0.0,16.0,14424.74,963.22, 60 months,B,0,1,RENT,Not Verified,0,2,CA,2556.0,0,0
6500.0,13.18,50000.0,35.14,0.0,0.0,14.0,25831.0,60.5,23.0,0.0,7889.2894209999995, 36 months,C,0,1,MORTGAGE,Verified,3,0,TX,6423.0,0,0
22500.0,13.99,82500.0,21.83,0.0,0.0,14.0,17169.0,63.6,51.0,0.0,27697.492110000003, 60 months,C,5,1,MORTGAGE,Verified,2,0,TX,7945.0,0,0
10000.0,12.99,48000.0,26.8,0.0,2.0,9.0,8002.0,43.7,24.0,0.0,11571.38061, 36 months,C,0,1,OWN,Verified,1,0,FL,15585.0,1,0
4800.0,11.99,61000.0,24.76,0.0,0.0,8.0,19142.0,60.0,13.0,3261.03,2065.94, 36 months,B,5,2,MORTGAGE,Verified,3,1,PA,5235.0,0,0
10000.0,15.02,40000.0,7.05,0.0,1.0,6.0,4386.0,30.2,8.0,9540.07,1002.12, 60 months,C,5,2,RENT,Not Verified,0,1,CO,9649.0,1,0
7200.0,9.99,54000.0,16.18,0.0,0.0,6.0,2201.0,34.4,10.0,0.0,8354.447731, 36 months,B,5,2,MORTGAGE,Source Verified,3,0,TX,5447.0,0,0
2500.0,10.9,60000.0,3.6,0.0,0.0,5.0,5438.0,52.3,9.0,1820.46,897.52, 36 months,B,5,2,MORTGAGE,Not Verified,3,0,FL,4078.0,0,0
13475.0,10.08,60000.0,1.08,0.0,0.0,7.0,303.0,0.6,18.0,2565.93,4234.9, 60 months,B,0,1,OWN,Verified,0,2,MA,10776.0,0,0
12000.0,14.46,66000.0,19.7,0.0,0.0,10.0,25154.0,88.0,16.0,6057.82,9853.87, 60 months,C,5,2,RENT,Verified,2,0,CA,10898.0,0,0
5000.0,6.11,95008.0,10.51,0.0,0.0,12.0,4068.0,15.1,43.0,4228.83,912.46, 36 months,A,5,2,MORTGAGE,Not Verified,0,1,WV,5082.0,1,0
12000.0,6.99,110000.0,23.1,0.0,0.0,11.0,28170.0,42.2,19.0,3588.46,9620.83, 36 months,A,5,2,RENT,Not Verified,3,1,CA,7061.0,0,0
21000.0,12.88,54000.0,16.38,0.0,0.0,9.0,4721.0,71.5,20.0,2077.96,23739.86, 36 months,C,5,1,MORTGAGE,Not Verified,2,1,TX,7611.0,2,0
25000.0,14.33,88000.0,11.4,0.0,0.0,12.0,14290.0,81.7,29.0,0.0,6188.25, 36 months,C,5,1,MORTGAGE,Source Verified,3,2,MD,13545.0,0,0
10000.0,15.04,132000.0,41.71,0.0,0.0,16.0,12514.0,62.6,34.0,7906.04,3104.94, 36 months,C,0,1,MORTGAGE,Source Verified,2,0,MD,5205.0,1,0
20000.0,23.88,115500.0,28.17,0.0,0.0,14.0,38179.0,81.9,22.0,17418.29,7408.54, 60 months,E,5,1,MORTGAGE,Verified,3,0,NY,6635.0,0,0
11300.0,7.35,118000.0,19.71,0.0,1.0,25.0,19029.0,31.1,49.0,0.0,11963.437390000001, 36 months,A,5,2,MORTGAGE,Not Verified,3,0,IL,5875.0,0,0
20000.0,23.88,80000.0,1.73,0.0,1.0,9.0,5217.0,52.7,28.0,0.0,21017.30275, 60 months,E,5,2,MORTGAGE,Source Verified,3,0,MD,4901.0,0,0
18000.0,9.8,38000.0,30.67,0.0,0.0,13.0,21273.0,23.2,25.0,7952.88,14075.36, 60 months,B,5,1,OWN,Source Verified,2,1,NC,10623.0,0,0
20825.0,18.99,46000.0,36.6,0.0,0.0,14.0,13686.0,60.3,20.0,10715.29,19452.27, 60 months,E,5,2,RENT,Source Verified,3,0,FL,5784.0,0,1
5100.0,8.59,69996.0,14.2,0.0,0.0,8.0,5276.0,47.1,21.0,1249.0,4509.01, 36 months,A,5,1,MORTGAGE,Source Verified,3,2,DE,6635.0,0,0
16000.0,7.24,106600.0,12.55,0.0,1.0,14.0,10804.0,25.5,30.0,0.0,17220.00782, 36 months,A,5,2,MORTGAGE,Not Verified,3,0,NH,9649.0,0,0
3000.0,23.4,52000.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2821.79,346.38, 36 months,E,5,2,RENT,Not Verified,0,0,PA,2862.0,0,0
11775.0,14.08,13140.0,15.71,0.0,0.0,5.0,4010.0,57.3,24.0,8384.87,4816.38, 36 months,C,0,1,RENT,Verified,3,2,NY,5144.0,0,0
3000.0,12.74,62435.0,11.11,0.0,0.0,12.0,13345.0,54.5,35.0,0.0,3001.07, 36 months,C,5,2,RENT,Source Verified,3,0,NC,4962.0,0,0
4000.0,11.49,66000.0,1.56,0.0,0.0,8.0,2434.0,34.3,25.0,0.0,4387.41316, 36 months,B,5,1,MORTGAGE,Source Verified,3,2,FL,21064.0,0,0
21000.0,13.99,74000.0,32.52,0.0,1.0,11.0,7226.0,33.9,34.0,11962.14,15111.79, 60 months,C,1,1,RENT,Verified,3,2,GA,6454.0,0,0
12000.0,12.88,50000.0,17.59,0.0,1.0,11.0,13436.0,84.5,15.0,0.0,14429.79789, 36 months,C,5,0,MORTGAGE,Source Verified,2,0,CT,6270.0,0,0
5000.0,19.92,19848.0,7.56,0.0,1.0,5.0,2358.0,39.3,7.0,4469.58,917.03, 36 months,D,0,1,RENT,Not Verified,0,0,OR,8096.0,0,0
29375.0,11.55,52000.0,27.88,0.0,0.0,5.0,6951.0,47.0,20.0,27897.66,2568.27, 60 months,B,5,1,MORTGAGE,Not Verified,0,0,DE,5875.0,0,0
15000.0,11.99,85000.0,14.77,0.0,2.0,10.0,10062.0,39.8,26.0,11563.69,6609.84, 36 months,E,5,2,RENT,Source Verified,3,0,CA,4840.0,0,0
14000.0,16.14,95000.0,10.94,0.0,0.0,10.0,10567.0,59.0,30.0,13213.12,1694.95, 60 months,C,5,1,RENT,Verified,0,1,NH,8797.0,1,0
7200.0,14.46,28526.0,30.92,0.0,1.0,14.0,7292.0,68.8,25.0,725.14,8159.64, 36 months,C,5,2,MORTGAGE,Source Verified,3,2,MI,6270.0,1,0
35000.0,18.99,60000.0,28.58,0.0,0.0,13.0,2885.0,27.0,31.0,0.0,6188.25, 36 months,D,5,2,RENT,Source Verified,3,0,TX,7611.0,0,0
8000.0,13.99,30000.0,25.65,0.0,1.0,17.0,14348.0,38.7,25.0,0.0,8984.344492, 36 months,C,5,2,MORTGAGE,Verified,3,0,IN,4932.0,0,0
9000.0,9.92,36000.0,16.67,0.0,0.0,5.0,11100.0,38.9,9.0,6835.32,2788.15, 36 months,B,0,1,RENT,Not Verified,1,1,AZ,12783.0,1,0
12000.0,8.39,39600.0,3.67,0.0,2.0,23.0,5479.0,7.2,48.0,0.0,2641.81, 36 months,B,5,1,MORTGAGE,Not Verified,3,0,IL,8645.0,0,1
8000.0,11.53,33500.0,30.63,0.0,1.0,19.0,9078.0,40.2,37.0,0.0,9448.940076, 36 months,B,5,1,RENT,Verified,3,1,NJ,4352.0,0,0
16000.0,11.55,80000.0,6.24,0.0,0.0,4.0,16189.0,80.5,11.0,13305.18,3685.73, 36 months,B,5,1,RENT,Not Verified,1,1,CA,5235.0,0,0
16000.0,12.79,118000.0,7.22,0.0,2.0,10.0,11181.0,70.3,47.0,0.0,18222.67678, 36 months,C,5,2,RENT,Verified,3,0,NC,5631.0,0,0
5000.0,10.78,15000.0,15.29,0.0,0.0,7.0,5020.0,34.9,16.0,0.0,3571.53, 36 months,B,0,1,RENT,Verified,2,1,OH,9983.0,1,1
35000.0,8.08,145000.0,12.23,0.0,0.0,15.0,14822.0,48.3,37.0,2565.93,7607.94, 36 months,A,5,1,MORTGAGE,Verified,1,0,CA,5723.0,0,0
10000.0,11.55,135000.0,11.84,0.0,1.0,15.0,15206.0,41.7,28.0,9368.31,1094.48, 60 months,B,5,2,MORTGAGE,Not Verified,0,0,NC,11688.0,0,0
6000.0,15.02,26000.0,32.18,0.0,0.0,13.0,2265.0,34.3,14.0,5033.59,1446.41, 36 months,C,5,2,OWN,Source Verified,1,0,PA,6635.0,0,0
12000.0,6.99,92000.0,8.13,0.0,1.0,8.0,30019.0,38.8,13.0,0.0,12276.96089, 36 months,A,5,1,MORTGAGE,Not Verified,3,2,NY,10014.0,0,0
12875.0,13.67,110000.0,6.49,0.0,0.0,4.0,3717.0,92.9,10.0,0.0,11689.43, 36 months,C,3,1,MORTGAGE,Not Verified,2,0,VA,5054.0,0,1
11650.0,18.25,75000.0,13.47,0.0,0.0,5.0,1373.0,20.8,15.0,0.0,3799.17, 36 months,D,5,2,RENT,Source Verified,2,0,FL,8461.0,0,1
23000.0,10.08,65000.0,34.88,0.0,0.0,22.0,19012.0,54.6,33.0,20772.89,2959.16, 36 months,B,5,2,MORTGAGE,Not Verified,0,1,MI,4139.0,0,0
13000.0,6.07,50000.0,24.23,0.0,1.0,9.0,12951.0,40.6,19.0,9622.41,3954.62, 36 months,A,5,2,RENT,Not Verified,2,1,FL,4993.0,0,0
5600.0,19.92,63000.0,20.44,0.0,1.0,9.0,14998.0,96.1,18.0,5368.23,403.39, 36 months,D,5,0,RENT,Not Verified,3,0,CA,7611.0,1,0
10000.0,16.91,56160.0,15.06,0.0,0.0,8.0,9393.0,78.3,33.0,9334.12,1478.91, 60 months,C,5,2,RENT,Source Verified,0,1,MD,7000.0,0,0
25000.0,14.49,55000.0,18.13,0.0,0.0,7.0,7509.0,73.6,14.0,0.0,7604.79, 60 months,C,5,2,MORTGAGE,Verified,2,0,OH,5875.0,0,1
16000.0,7.46,120000.0,27.72,0.0,0.0,12.0,37281.0,58.8,33.0,12328.15,4470.06, 36 months,A,5,2,OWN,Not Verified,1,0,GA,10592.0,0,0
8000.0,14.49,62000.0,24.06,0.0,0.0,15.0,9013.0,37.0,18.0,2087.56,7709.14, 36 months,C,5,1,RENT,Verified,3,0,CA,8249.0,1,0
35000.0,13.67,110000.0,21.58,0.0,0.0,24.0,34339.0,52.0,34.0,0.0,6188.25, 36 months,C,5,2,MORTGAGE,Verified,1,0,TN,7458.0,0,0
20000.0,7.84,75000.0,12.14,0.0,0.0,6.0,11753.0,64.2,15.0,17494.5,3117.38, 36 months,A,5,1,RENT,Source Verified,0,0,MI,4536.0,0,0
12000.0,10.99,93500.0,31.48,0.0,0.0,23.0,29132.0,65.5,31.0,3017.72,10984.03, 36 months,B,5,1,OWN,Source Verified,3,0,MI,6515.0,2,0
2500.0,16.29,39000.0,12.55,0.0,0.0,8.0,14104.0,90.4,17.0,0.0,2887.91336, 36 months,D,5,2,OWN,Not Verified,2,0,TX,5054.0,0,0
6000.0,10.49,35000.0,19.6,0.0,0.0,11.0,3928.0,24.7,22.0,1500.16,5456.22, 36 months,B,3,1,RENT,Source Verified,3,0,OR,6058.0,0,0
18000.0,6.11,65000.0,13.48,0.0,1.0,14.0,14573.0,15.6,36.0,16963.03,1389.57, 60 months,A,5,2,MORTGAGE,Not Verified,0,0,MI,4262.0,0,0
25000.0,12.88,66000.0,12.05,0.0,0.0,10.0,11162.0,68.4,14.0,0.0,6188.25, 36 months,C,5,2,MORTGAGE,Verified,2,0,CA,8766.0,0,0
8450.0,13.18,58000.0,7.1,0.0,1.0,7.0,6506.0,33.0,20.0,0.0,10276.89691, 36 months,C,5,1,RENT,Verified,3,0,FL,6605.0,2,0
2800.0,11.98,103000.0,14.75,0.0,0.0,7.0,37249.0,88.9,8.0,2119.73,926.07, 36 months,B,5,2,MORTGAGE,Source Verified,2,2,CA,7123.0,1,0
20400.0,11.49,145000.0,29.14,0.0,1.0,11.0,32321.0,59.5,22.0,6394.24,17503.14, 36 months,B,5,2,MORTGAGE,Source Verified,3,0,FL,9406.0,0,0
11000.0,11.06,70000.0,12.7,0.0,0.0,12.0,6915.0,59.6,35.0,9952.67,1453.02, 36 months,B,5,0,MORTGAGE,Source Verified,0,0,PA,5419.0,0,0
30000.0,8.81,66000.0,3.7,0.0,1.0,12.0,29564.0,20.8,25.0,2565.93,1888.02, 36 months,A,5,2,RENT,Not Verified,3,2,CO,8858.0,0,0
11200.0,11.47,71000.0,8.0,0.0,2.0,9.0,8060.0,65.0,12.0,0.0,7790.73, 36 months,B,5,2,MORTGAGE,Not Verified,3,2,CA,7123.0,1,1
20000.0,9.99,90000.0,14.51,0.0,0.0,13.0,11050.0,32.7,38.0,7797.02,16982.9, 60 months,B,5,1,MORTGAGE,Not Verified,3,0,LA,6362.0,0,0
15000.0,15.31,48500.0,30.56,0.0,0.0,19.0,15544.0,49.0,22.0,0.0,16129.98, 36 months,C,5,2,OWN,Verified,1,2,FL,2678.0,0,0
5500.0,16.91,45000.0,29.65,0.0,0.0,7.0,2879.0,29.7,43.0,5016.51,814.4, 36 months,C,5,2,OWN,Not Verified,0,0,GA,5600.0,0,0
14750.0,19.99,41000.0,17.24,0.0,0.0,22.0,14526.0,41.5,32.0,0.0,19714.74798, 36 months,E,5,0,RENT,Verified,2,0,IL,6849.0,0,0
10000.0,5.32,83000.0,18.68,0.0,0.0,15.0,7975.0,39.0,16.0,6571.12,3911.99, 36 months,A,5,2,RENT,Not Verified,3,1,IL,4139.0,0,0
3500.0,7.34,36000.0,15.04,0.0,0.0,15.0,12510.0,22.4,17.0,2695.61,976.15, 36 months,A,5,0,MORTGAGE,Source Verified,1,0,AZ,2709.0,0,0
12000.0,6.99,108000.0,22.3,0.0,0.0,9.0,36379.0,89.8,28.0,3238.87,10002.26, 36 months,A,5,1,MORTGAGE,Not Verified,3,0,IN,8950.0,0,0
12000.0,5.32,51000.0,11.67,0.0,0.0,17.0,3998.0,15.5,29.0,7885.34,4694.39, 36 months,A,5,2,MORTGAGE,Not Verified,3,0,TX,4901.0,0,0
10000.0,13.67,42000.0,19.54,0.0,1.0,4.0,2018.0,67.3,16.0,0.0,12077.86008, 36 months,C,5,2,RENT,Not Verified,2,0,NY,6666.0,0,0
7000.0,6.11,80000.0,8.91,0.0,2.0,19.0,5824.0,9.1,23.0,0.0,7124.564687, 36 months,A,5,2,OWN,Not Verified,0,0,FL,4475.0,0,0
20000.0,9.75,64000.0,16.5,0.0,2.0,19.0,9726.0,20.4,34.0,0.0,22902.54066, 36 months,B,5,1,MORTGAGE,Not Verified,2,1,CA,8157.0,0,0
24000.0,22.35,110000.0,29.48,0.0,0.0,13.0,20947.0,59.5,36.0,23092.47,2829.02, 60 months,D,3,1,RENT,Verified,0,2,GA,3621.0,1,0
7500.0,11.49,46000.0,9.73,0.0,2.0,21.0,794.0,1.7,32.0,0.0,8487.769795999999, 36 months,B,5,2,RENT,Source Verified,2,0,TX,7366.0,0,0
20000.0,8.24,135000.0,17.11,0.0,1.0,18.0,3279.0,28.5,35.0,0.0,20419.20881, 60 months,B,5,2,MORTGAGE,Not Verified,3,2,TX,5600.0,0,0
28000.0,21.49,99100.0,12.07,0.0,0.0,22.0,14550.0,38.8,27.0,0.0,6188.25, 60 months,D,5,2,RENT,Source Verified,3,2,TX,7427.0,0,0
20000.0,16.02,39876.0,26.25,0.0,0.0,10.0,18007.0,80.0,15.0,13850.22,9107.82, 36 months,C,0,1,OWN,Source Verified,3,0,CA,7153.0,0,0
15000.0,13.99,45000.0,18.85,0.0,1.0,18.0,5134.0,19.4,35.0,4814.0,13298.45, 36 months,C,5,2,OWN,Source Verified,3,0,FL,8369.0,0,0
18000.0,11.99,70000.0,6.98,0.0,0.0,5.0,15424.0,67.9,10.0,15204.14,4779.74, 60 months,B,5,0,MORTGAGE,Source Verified,3,1,NJ,3652.0,0,0
28700.0,11.99,68356.0,25.98,0.0,1.0,8.0,22702.0,49.9,17.0,3718.85,6188.25, 36 months,C,1,1,RENT,Not Verified,3,1,OR,8766.0,0,0
6000.0,10.47,90000.0,5.87,0.0,1.0,11.0,7892.0,30.6,22.0,4975.43,1357.53, 36 months,B,5,1,RENT,Not Verified,1,0,NE,6150.0,0,0
10000.0,11.48,64000.0,18.83,0.0,0.0,7.0,1363.0,3.9,21.0,0.0,11563.60896, 36 months,B,5,2,MORTGAGE,Source Verified,2,2,NY,7336.0,0,0
18000.0,21.85,55000.0,10.63,0.0,2.0,6.0,3595.0,17.7,21.0,0.0,18790.8121, 60 months,D,4,0,RENT,Source Verified,1,0,FL,4292.0,0,0
10000.0,13.99,90000.0,21.56,0.0,0.0,8.0,36759.0,52.1,39.0,5860.33,6963.66, 60 months,C,5,2,RENT,Not Verified,2,2,NY,14702.0,0,0
9800.0,5.32,50000.0,12.87,0.0,0.0,12.0,5070.0,11.4,23.0,0.0,9937.449137, 36 months,A,5,2,MORTGAGE,Source Verified,3,2,CO,7184.0,0,0
18200.0,18.49,70000.0,20.46,0.0,1.0,12.0,14493.0,68.0,35.0,0.0,8661.55, 60 months,E,5,1,MORTGAGE,Source Verified,1,0,AZ,6574.0,0,1
19200.0,11.99,65000.0,14.36,0.0,0.0,9.0,1695.0,11.1,16.0,17188.93,3207.11, 60 months,E,5,2,RENT,Verified,0,2,NY,2497.0,0,0
25000.0,14.07,56400.0,29.3,0.0,0.0,11.0,22814.0,39.5,41.0,19696.52,7805.62, 36 months,C,5,2,RENT,Source Verified,2,1,CA,4962.0,0,0
15000.0,14.47,62400.0,36.79,0.0,0.0,10.0,40593.0,77.8,31.0,14119.95,1841.83, 60 months,C,5,1,MORTGAGE,Not Verified,0,0,DE,6362.0,0,0
13475.0,6.19,30000.0,44.6,0.0,0.0,7.0,23579.0,57.8,20.0,2565.93,10888.77, 36 months,A,5,0,MORTGAGE,Source Verified,1,1,TN,8797.0,0,0
15000.0,10.42,48790.0,14.27,0.0,0.0,10.0,4615.0,51.9,20.0,12375.62,4174.98, 60 months,B,5,1,RENT,Source Verified,3,0,NY,10288.0,0,0
24000.0,10.47,68000.0,24.5,0.0,0.0,18.0,2860.0,5.7,42.0,22442.56,2605.42, 60 months,B,1,2,MORTGAGE,Not Verified,0,0,GA,5570.0,0,0
15000.0,18.45,72800.0,18.88,0.0,0.0,10.0,8287.0,93.1,45.0,6756.13,9350.06, 36 months,D,5,2,RENT,Source Verified,1,1,AZ,5174.0,0,0
10800.0,14.48,32000.0,25.81,0.0,1.0,8.0,16928.0,73.9,8.0,0.0,13091.709579999999, 60 months,C,5,2,RENT,Verified,1,0,NJ,3228.0,0,0
18000.0,11.99,103000.0,19.45,0.0,1.0,12.0,18226.0,65.3,46.0,0.0,20966.96275, 60 months,C,5,1,MORTGAGE,Verified,1,2,CA,5905.0,1,0
11900.0,11.99,35000.0,32.96,0.0,1.0,9.0,6893.0,74.9,13.0,0.0,2255.48, 60 months,F,5,1,RENT,Source Verified,2,0,SC,5023.0,0,1
10000.0,12.59,70000.0,17.62,0.0,1.0,4.0,5409.0,90.1,12.0,0.0,11881.72195, 36 months,C,5,1,OWN,Source Verified,3,0,NC,8035.0,0,0
4000.0,12.61,28000.0,20.32,0.0,0.0,6.0,4718.0,80.0,6.0,2933.15,1471.53, 36 months,C,5,2,OWN,Source Verified,3,1,AZ,2101.0,0,0
9000.0,24.37,60000.0,19.84,0.0,0.0,10.0,21821.0,84.9,26.0,8103.95,1743.8, 36 months,E,5,1,MORTGAGE,Source Verified,0,0,WA,5174.0,0,0
6500.0,6.11,80256.0,29.95,0.0,0.0,14.0,8514.0,40.4,32.0,6002.55,597.52, 36 months,A,5,1,MORTGAGE,Not Verified,0,0,CA,6150.0,1,0
25000.0,5.32,55000.0,17.08,0.0,0.0,6.0,16203.0,32.9,17.0,16427.86,9779.92, 36 months,A,5,2,MORTGAGE,Source Verified,3,0,GA,5419.0,0,0
11000.0,13.06,35000.0,20.3,0.0,0.0,18.0,11474.0,41.0,23.0,8637.82,3338.65, 36 months,C,5,0,RENT,Not Verified,1,0,CA,4597.0,0,0
24000.0,11.99,130000.0,36.02,0.0,1.0,24.0,17135.0,56.2,36.0,14051.59,24188.97, 60 months,F,5,2,MORTGAGE,Not Verified,2,1,PA,11749.0,0,0
9000.0,12.73,42500.0,19.69,0.0,1.0,13.0,15036.0,54.7,14.0,7727.03,1799.75, 36 months,B,5,2,RENT,Source Verified,0,0,IL,2132.0,0,0
15000.0,15.31,55000.0,20.95,0.0,0.0,14.0,2832.0,10.2,20.0,0.0,11521.73, 36 months,C,5,2,RENT,Verified,1,0,NY,5905.0,1,1
15000.0,10.41,46000.0,23.45,0.0,2.0,15.0,13701.0,43.3,25.0,11291.14,4796.91, 36 months,B,5,2,RENT,Source Verified,2,2,SD,2770.0,0,0
25000.0,21.49,55000.0,14.86,0.0,0.0,7.0,24150.0,73.2,12.0,0.0,28604.22282, 60 months,D,5,1,RENT,Source Verified,3,1,NY,5419.0,0,0
21000.0,16.55,50000.0,20.38,0.0,0.0,9.0,16441.0,81.8,14.0,10869.28,18070.09, 60 months,D,5,2,OWN,Source Verified,3,0,WY,4567.0,0,1
9600.0,10.41,63000.0,19.68,0.0,0.0,9.0,24821.0,56.9,12.0,7472.17,2793.48, 36 months,B,5,2,RENT,Not Verified,1,0,NY,2709.0,0,0
10000.0,11.05,12000.0,42.2,0.0,0.0,5.0,12086.0,71.9,9.0,7800.3,2921.55, 36 months,B,0,1,OWN,Source Verified,1,0,CA,5509.0,0,0
36000.0,6.99,120000.0,22.7,0.0,0.0,15.0,22958.0,44.8,26.0,9717.22,6188.25, 36 months,A,5,2,MORTGAGE,Source Verified,3,0,TX,6788.0,0,0
